Hacienda,Corte,Ambiente,env,Parcela,Entry,Rep,Block,Variedad,Name,FS,FC,FE,Edad,env1,New,Treatn,Poblacion,Alt,Diam,N_Entre,L_Entre,L_Hojas,A_Hojas,N_Hojas_V,N_Hojas_S,TCH,IDD,periodo,Diseno,TCH1
Balsora,1,Balsora_1,Balsora_1_4.3,64,158,1,15,EPC 72175,S119,42251,42667,42380,4.3,Balsora_1_4,,,15.1,75.5,,,,,,,,,2441,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,426,158,2,98,EPC 72175,S119,42251,42667,42380,4.3,Balsora_1_4,,,6.7,40.5,,,,,,,,,2803,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,649,158,3,150,EPC 72175,S119,42251,42667,42380,4.3,Balsora_1_4,,,14.9,71.3,,,,,,,,,3026,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,167,12,1,14,EPC 72175,S119,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,13.27777778,,,,,169.3,3.39,,,,168,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,167,12,1,14,EPC 72175,S119,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,12.66666667,286.1111111,3.03,17.9,14.9,165.8,3.44,,,,1224,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,84,159,1,20,EPC 73351,S120,42251,42667,42380,4.3,Balsora_1_4,,,15.2,111,,,,,,,,,2461,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,300,159,2,69,EPC 73351,S120,42251,42667,42380,4.3,Balsora_1_4,,,17.2,99.4,,,,,,,,,2677,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,544,159,3,126,EPC 73351,S120,42251,42667,42380,4.3,Balsora_1_4,,,13.1,101.7,,,,,,,,,2921,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,89,140,1,9,EPC 73351,S120,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,8.388888889,,,,,138.5,3.37,,,,90,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,89,140,1,9,EPC 73351,S120,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,9.055555556,341.4,2.72,14.2,19,154.1,5.43,,,,1146,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,114,160,1,27,EPC 73356,S209,42251,42667,42380,4.3,Balsora_1_4,,,11.4,90,,,,,,,,,2491,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,403,160,2,93,EPC 73356,S209,42251,42667,42380,4.3,Balsora_1_4,,,9.8,60.6,,,,,,,,,2780,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,485,160,3,112,EPC 73356,S209,42251,42667,42380,4.3,Balsora_1_4,,,11.5,63.5,,,,,,,,,2862,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,25,6,1,3,EPC 73356,S209,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,14.55555556,,,,,157.3,4.09,,,,26,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,25,6,1,3,EPC 73356,S209,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,12.88888889,257.5,2.67,20.4,15.1,143.4,5.78,,,,1082,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,101,161,1,24,Green German,S121,42251,42667,42380,4.3,Balsora_1_4,,,17.6,118,,,,,,,,,2478,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,245,161,2,57,Green German,S121,42251,42667,42380,4.3,Balsora_1_4,,,16.4,121,,,,,,,,,2622,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,510,161,3,118,Green German,S121,42251,42667,42380,4.3,Balsora_1_4,,,14.8,115.7,,,,,,,,,2887,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,232,182,1,20,Green German,S121,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,12.22222222,,,,,145.5,2.87,,,,233,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,232,182,1,20,Green German,S121,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,9.333333333,238.3,2.31,19.1,11.8,137.8,4.05,,,,1289,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,194,162,1,45,H 38-2915,S210,42251,42667,42380,4.3,Balsora_1_4,,,12.7,108.5,,,,,,,,,2571,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,338,162,2,78,H 38-2915,S210,42251,42667,42380,4.3,Balsora_1_4,,,6.4,98.4,,,,,,,,,2715,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,659,162,3,152,H 38-2915,S210,42251,42667,42380,4.3,Balsora_1_4,,,11,103.1,,,,,,,,,3036,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,203,124,1,17,H 38-2915,S210,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,9.777777778,,,,,135.4,5.49,,,,204,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,203,124,1,17,H 38-2915,S210,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,8.277777778,304.7,2.76,15.4,13.8,113,5.6,,,,1260,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,150,163,1,35,H 73-6110,S122,42251,42667,42380,4.3,Balsora_1_4,,,12,99.5,,,,,,,,,2527,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,478,163,2,110,H 73-6110,S122,42251,42667,42380,4.3,Balsora_1_4,,,14.2,111.3,,,,,,,,,2855,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,583,163,3,135,H 73-6110,S122,42251,42667,42380,4.3,Balsora_1_4,,,13.3,140.1,,,,,,,,,2960,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,145,118,1,13,H 73-6110,S122,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,13.27777778,,,,,139.3,4.46,,,,146,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,145,118,1,13,H 73-6110,S122,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,7.055555556,285.9,3.03,21.1,13.8,136.2,5.2,,,,1202,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,34,164,1,8,H 78-4153,S187,42251,42667,42380,4.3,Balsora_1_4,,,18.5,137,,,,,,,,,2411,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,371,164,2,86,H 78-4153,S187,42251,42667,42380,4.3,Balsora_1_4,,,19,149,,,,,,,,,2748,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,675,164,3,156,H 78-4153,S187,42251,42667,42380,4.3,Balsora_1_4,,,19,167,,,,,,,,,3052,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,109,38,1,10,H 78-4153,S187,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,11.94444444,,,,,147.8,3.32,,,,110,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,109,38,1,10,H 78-4153,S187,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,8.055555556,299.7,2.93,17.5,17.55555556,142.6,5.47,,,,1166,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,116,165,1,27,ICA 69-11,S217,42251,42667,42380,4.3,Balsora_1_4,,,12,105.5,,,,,,,,,2493,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,295,165,2,68,ICA 69-11,S217,42251,42667,42380,4.3,Balsora_1_4,,,9.7,104.9,,,,,,,,,2672,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,556,165,3,128,ICA 69-11,S217,42251,42667,42380,4.3,Balsora_1_4,,,13.5,108.2,,,,,,,,,2933,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,195,5,1,17,ICA 69-11,S217,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,14.88888889,,,,,133.1,5.97,,,,196,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,195,5,1,17,ICA 69-11,S217,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,11.83333333,254.5,3,20.8,12.1,138,5.23,,,,1252,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,4,166,1,1,ICA 70-11,S123,42251,42667,42380,4.3,Balsora_1_4,,,14.4,81,,,,,,,,,2381,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,313,166,2,72,ICA 70-11,S123,42251,42667,42380,4.3,Balsora_1_4,,,12.4,90.7,,,,,,,,,2690,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,697,166,3,161,ICA 70-11,S123,42251,42667,42380,4.3,Balsora_1_4,,,14.3,106.9,,,,,,,,,3074,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,68,25,1,6,ICA 70-11,S123,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,10.5,,,,,144.3,3.5,,,,69,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,68,25,1,6,ICA 70-11,S123,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,8.555555556,326.5,2.86,18.2,15.4,162.5,5.91,,,,1125,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,228,167,1,53,ICA 70-32,S124,42251,42667,42380,4.3,Balsora_1_4,,,10.8,89.5,,,,,,,,,2605,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,355,167,2,82,ICA 70-32,S124,42251,42667,42380,4.3,Balsora_1_4,,,10.3,79.6,,,,,,,,,2732,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,648,167,3,150,ICA 70-32,S124,42251,42667,42380,4.3,Balsora_1_4,,,9.4,65.5,,,,,,,,,3025,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,90,46,1,9,ICA 70-32,S124,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,13.88888889,,,,,153.7,4.15,,,,91,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,90,46,1,9,ICA 70-32,S124,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,11.55555556,317.3,2.95,14.5,14.7,148.5,5.57,,,,1147,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,42,168,1,10,ICA 70-59,S125,42251,42667,42380,4.3,Balsora_1_4,,,7,78.5,,,,,,,,,2419,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,307,168,2,71,ICA 70-59,S125,42251,42667,42380,4.3,Balsora_1_4,,,9.7,91.6,,,,,,,,,2684,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,500,168,3,115,ICA 70-59,S125,42251,42667,42380,4.3,Balsora_1_4,,,6.3,64,,,,,,,,,2877,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,169,83,1,15,ICA 70-59,S125,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,9.833333333,,,,,147.5,4.6,,,,170,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,169,83,1,15,ICA 70-59,S125,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,9,309.4,3.73,17.6,16.6,152.9,4.9,,,,1226,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,127,169,1,30,ICA 71-6,S126,42251,42667,42380,4.3,Balsora_1_4,,,7.3,83.5,,,,,,,,,2504,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,389,169,2,90,ICA 71-6,S126,42251,42667,42380,4.3,Balsora_1_4,,,6.4,76.7,,,,,,,,,2766,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,482,169,3,111,ICA 71-6,S126,42251,42667,42380,4.3,Balsora_1_4,,,,,,,,,,,,,2859,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,20,165,1,2,ICA 71-6,S126,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,11.88888889,,,,,143.2,6.833333333,,,,21,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,20,165,1,2,ICA 71-6,S126,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,5.388888889,277.4,3.18,19.1,16.9,155.7,5.25,,,,1077,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,115,170,1,27,ICA 75-1,S127,42251,42667,42380,4.3,Balsora_1_4,,,15.9,119.5,,,,,,,,,2492,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,345,170,2,80,ICA 75-1,S127,42251,42667,42380,4.3,Balsora_1_4,,,17,108.1,,,,,,,,,2722,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,597,170,3,138,ICA 75-1,S127,42251,42667,42380,4.3,Balsora_1_4,,,11.1,108.9,,,,,,,,,2974,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,14,111,1,2,ICA 75-1,S127,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,11.27777778,,,,,144.7,4.37,,,,14,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,14,111,1,2,ICA 75-1,S127,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,7.944444444,314.9,2.82,20.4,16.7,148.6,6.09,,,,1071,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,61,171,1,14,ICA 76-10,S128,42251,42667,42380,4.3,Balsora_1_4,,,8.8,83,,,,,,,,,2438,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,449,171,2,104,ICA 76-10,S128,42251,42667,42380,4.3,Balsora_1_4,,,8.6,71.5,,,,,,,,,2826,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,497,171,3,115,ICA 76-10,S128,42251,42667,42380,4.3,Balsora_1_4,,,10.5,79.9,,,,,,,,,2874,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,34,171,1,3,ICA 76-10,S128,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,19.72222222,,,,,153.2,4.07,,,,35,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,34,171,1,3,ICA 76-10,S128,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,9.388888889,398.3,2.03,19.8,21.1,165,5.69,,,,1091,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,202,172,1,47,ICA 76-7,S129,42251,42667,42380,4.3,Balsora_1_4,,,18.3,110,,,,,,,,,2579,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,310,172,2,72,ICA 76-7,S129,42251,42667,42380,4.3,Balsora_1_4,,,8.4,90.5,,,,,,,,,2687,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,592,172,3,137,ICA 76-7,S129,42251,42667,42380,4.3,Balsora_1_4,,,14.2,149.5,,,,,,,,,2969,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,258,32,1,22,ICA 76-7,S129,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,16.77777778,,,,,142.6,3.49,,,,259,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,258,32,1,22,ICA 76-7,S129,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,10.22222222,341.2,2.33,19.6,13.88888889,123.3,4.95,,,,1315,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,175,173,1,41,IJ 76-315,S130,42251,42667,42380,4.3,Balsora_1_4,,,,,,,,,,,,,2552,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,316,173,2,73,IJ 76-315,S130,42251,42667,42380,4.3,Balsora_1_4,,,11.8,113.2,,,,,,,,,2693,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,621,173,3,143,IJ 76-315,S130,42251,42667,42380,4.3,Balsora_1_4,,,21.9,118.9,,,,,,,,,2998,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,186,43,1,16,IJ 76-315,S130,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,13.38888889,,,,,149.3,3.05,,,,187,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,186,43,1,16,IJ 76-315,S130,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,10.11111111,277.4,2.44,15.1,13.3,141.9,4.7,,,,1243,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,226,174,1,52,IJ 76-316,S131,42251,42667,42380,4.3,Balsora_1_4,,,21.8,112.5,,,,,,,,,2603,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,387,174,2,89,IJ 76-316,S131,42251,42667,42380,4.3,Balsora_1_4,,,19.6,102.6,,,,,,,,,2764,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,611,174,3,141,IJ 76-316,S131,42251,42667,42380,4.3,Balsora_1_4,,,19.2,109.3,,,,,,,,,2988,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,19,120,1,2,IJ 76-316,S131,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,19,,,,,134.2,2.82,,,,20,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,19,120,1,2,IJ 76-316,S131,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,13.55555556,263.2,2.62,20.1,15.7,145.7,4.83,,,,1076,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,99,175,1,23,IJ 76-358,S132,42251,42667,42380,4.3,Balsora_1_4,,,22,165,,,,,,,,,2476,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,290,175,2,67,IJ 76-358,S132,42251,42667,42380,4.3,Balsora_1_4,,,19,181.3,,,,,,,,,2667,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,664,175,3,153,IJ 76-358,S132,42251,42667,42380,4.3,Balsora_1_4,,,20.7,199.6,,,,,,,,,3041,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,24,36,1,2,IJ 76-358,S132,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,16.77777778,,,,,122.6,3.12,,,,25,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,24,36,1,2,IJ 76-358,S132,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,10.83333333,293.5,1.75,16.8,16.1,127.3,4.91,,,,1081,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,137,176,1,32,IJ 76-418,S133,42251,42667,42380,4.3,Balsora_1_4,,,11.5,69.5,,,,,,,,,2514,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,396,176,2,91,IJ 76-418,S133,42251,42667,42380,4.3,Balsora_1_4,,,10.5,92.4,,,,,,,,,2773,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,521,176,3,120,IJ 76-418,S133,42251,42667,42380,4.3,Balsora_1_4,,,9.8,76.9,,,,,,,,,2898,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,105,204,1,8,IJ 76-418,S133,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,14.88888889,,,,,143.3,4.68,,,,106,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,105,204,1,8,IJ 76-418,S133,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,9.5,261.6,2.77,13,15.3,121.4,6.4,,,,1162,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,174,177,1,40,IJ 76-442,S134,42251,42667,42380,4.3,Balsora_1_4,,,6.2,59.5,,,,,,,,,2551,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,299,177,2,69,IJ 76-442,S134,42251,42667,42380,4.3,Balsora_1_4,,,4.5,42.6,,,,,,,,,2676,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,705,177,3,163,IJ 76-442,S134,42251,42667,42380,4.3,Balsora_1_4,,,,,,,,,,,,,3082,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,83,96,1,9,IJ 76-442,S134,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,4.833333333,,,,,132.4,3.52,,,,84,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,83,96,1,9,IJ 76-442,S134,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,7.444444444,269.7,3,20.8,10.6,126.3,5.75,,,,1140,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,122,178,1,28,M 1246/84,S218,42251,42667,42380,4.3,Balsora_1_4,,,14,110.5,,,,,,,,,2499,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,323,178,2,75,M 1246/84,S218,42251,42667,42380,4.3,Balsora_1_4,,,16.4,120.7,,,,,,,,,2700,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,588,178,3,136,M 1246/84,S218,42251,42667,42380,4.3,Balsora_1_4,,,18.4,113,,,,,,,,,2965,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,139,86,1,12,M 1246/84,S218,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,12.5,,,,,152.3,3.8,,,,140,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,139,86,1,12,M 1246/84,S218,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,10.05555556,332.2,3.06,15.8,15.2,158.9,5.51,,,,1196,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,102,179,1,24,M 202/46,S164,42251,42667,42380,4.3,Balsora_1_4,,,12.5,100.5,,,,,,,,,2479,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,442,179,2,102,M 202/46,S164,42251,42667,42380,4.3,Balsora_1_4,,,16.2,100.6,,,,,,,,,2819,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,538,179,3,124,M 202/46,S164,42251,42667,42380,4.3,Balsora_1_4,,,18.7,111.9,,,,,,,,,2915,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,84,98,1,9,M 202/46,S164,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,13.61111111,,,,,144.5,3.15,,,,85,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,84,98,1,9,M 202/46,S164,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,9.944444444,261,2.5,19.4,10.9,150.2,5.32,,,,1141,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,58,180,1,14,M 31/45,S211,42251,42667,42380,4.3,Balsora_1_4,,,16.2,88.5,,,,,,,,,2435,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,417,180,2,96,M 31/45,S211,42251,42667,42380,4.3,Balsora_1_4,,,13.2,57.8,,,,,,,,,2794,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,489,180,3,113,M 31/45,S211,42251,42667,42380,4.3,Balsora_1_4,,,19.5,75.1,,,,,,,,,2866,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,149,149,1,13,M 31/45,S211,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,14.44444444,,,,,161.2,4.78,,,,150,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,149,149,1,13,M 31/45,S211,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,8.444444444,292.9,2.86,13.7,17.3,126.4,6.07,,,,1206,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,130,181,1,30,Manteiga,S135,42251,42667,42380,4.3,Balsora_1_4,,,12.2,102.5,,,,,,,,,2507,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,367,181,2,85,Manteiga,S135,42251,42667,42380,4.3,Balsora_1_4,,,6.2,78.5,,,,,,,,,2744,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,578,181,3,133,Manteiga,S135,42251,42667,42380,4.3,Balsora_1_4,,,17.4,104,,,,,,,,,2955,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,260,23,1,22,Manteiga,S135,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,12.05555556,,,,,134.6,4.255555556,,,,261,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,260,23,1,22,Manteiga,S135,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,8.888888889,315.7,3.05,20.2,15.9,133.9,5.5,,,,1317,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,182,182,1,42,Mex 52-29,S136,42251,42667,42380,4.3,Balsora_1_4,,,13.8,80,,,,,,,,,2559,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,378,182,2,87,Mex 52-29,S136,42251,42667,42380,4.3,Balsora_1_4,,,13.4,41.5,,,,,,,,,2755,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,694,182,3,160,Mex 52-29,S136,42251,42667,42380,4.3,Balsora_1_4,,,14.5,70.5,,,,,,,,,3071,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,65,40,1,6,Mex 52-29,S136,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,13.55555556,,,,,141.6,3.49,,,,66,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,65,40,1,6,Mex 52-29,S136,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,9.166666667,244.8,2.32,12.6,14.1,127.5,5.47,,,,1122,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,195,183,1,45,Mex 64-1487,S174,42251,42667,42380,4.3,Balsora_1_4,,,12.8,73,,,,,,,,,2572,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,349,183,2,81,Mex 64-1487,S174,42251,42667,42380,4.3,Balsora_1_4,,,14.2,84.1,,,,,,,,,2726,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,487,183,3,112,Mex 64-1487,S174,42251,42667,42380,4.3,Balsora_1_4,,,7,55.6,,,,,,,,,2864,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,6,105,1,1,Mex 64-1487,S174,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,11.72222222,,,,,137.8,4.44,,,,6,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,6,105,1,1,Mex 64-1487,S174,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,10,259.9,2.74,19.6,12,149.3,5.42,,,,1063,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,236,184,1,55,Mia Lan,S188,42251,42667,42380,4.3,Balsora_1_4,,,18.5,107.8,,,,,,,,,2613,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,429,184,2,99,Mia Lan,S188,42251,42667,42380,4.3,Balsora_1_4,,,4.8,123.8,,,,,,,,,2806,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,684,184,3,158,Mia Lan,S188,42251,42667,42380,4.3,Balsora_1_4,,,15.8,128.2,,,,,,,,,3061,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,58,8,1,5,Mia Lan,S188,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,19.11111111,,,,,128.8,3.31,,,,59,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,58,8,1,5,Mia Lan,S188,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,9.444444444,265.9,1.62,16.2,10.5,120.7,5,,,,1115,10,AIBD,
